
============================================================
SHEET: Lịch thi
============================================================

Unnamed: 0 | TRƯỜNG ĐH CÔNG NGHỆ THÔNG TIN | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 | Unnamed: 9 | CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM | Unnamed: 11 | Unnamed: 12 | Unnamed: 13 | Unnamed: 14 | Unnamed: 15 | Unnamed: 16
135 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q11 | Ngô Hiếu Trường | 20 | KTMT | 04-11-2025 | 3 | 3 | B1.18 | 40 | CQUI | 1 | 1 | 1 | 2025
136 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q11.CNVN | Trần Quang Nguyên | 19 | KTMT | 04-11-2025 | 3 | 3 | B1.20 | 37 | CQ-VN | 1 | 1 | 1 | 2025
137 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q11.CNVN | Trần Quang Nguyên | 19 | KTMT | 04-11-2025 | 3 | 3 | B1.22 | 38 | CQ-VN | 1 | 1 | 1 | 2025
138 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q12 | Trần Văn Quang | 20 | KTMT | 04-11-2025 | 3 | 3 | B3.16 | 41 | CQUI | 1 | 1 | 1 | 2025
139 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q12 | Trần Văn Quang | 20 | KTMT | 04-11-2025 | 3 | 3 | B3.18 | 40 | CQUI | 1 | 1 | 1 | 2025
140 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q12.CNVN | Ngô Hiếu Trường | 19 | KTMT | 04-11-2025 | 3 | 3 | B3.20 | 37 | CQ-VN | 1 | 1 | 1 | 2025
141 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q12.CNVN | Ngô Hiếu Trường | 19 | KTMT | 04-11-2025 | 3 | 3 | B3.22 | 38 | CQ-VN | 1 | 1 | 1 | 2025
142 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q13 | Trương Văn Cương | 20 | KTMT | 04-11-2025 | 3 | 3 | B5.10 | 40 | CQUI | 1 | 1 | 1 | 2025
143 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q13 | Trương Văn Cương | 20 | KTMT | 04-11-2025 | 3 | 3 | B5.12 | 39 | CQUI | 1 | 1 | 1 | 2025
144 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q15 | Nguyễn Thanh Thiện | 0 | KTMT | 04-11-2025 | 3 | 3 | B4.16 | 40 | CQUI | 1 | 1 | 1 | 2025
145 | IT012 | Tổ chức và Cấu trúc Máy tính II | IT012.Q15 | Nguyễn Thanh Thiện | 0 | KTMT | 04-11-2025 | 3 | 3 | B4.18 | 40 | CQUI | 1 | 1 | 1 | 2025
146 | MA004 | Cấu trúc rời rạc | MA004.Q11.CNVN | Lê Hoàng Tuấn | 19 | BMTL | 05-11-2025 | 4 | 1 | B1.10 | 33 | CQ-VN | 1 | 1 | 1 | 2025
147 | MA004 | Cấu trúc rời rạc | MA004.Q11.CNVN | Lê Hoàng Tuấn | 19 | BMTL | 05-11-2025 | 4 | 1 | B1.12 | 33 | CQ-VN | 1 | 1 | 1 | 2025
148 | CS4323 | Hệ điều hành | CS4323.Q11.CTTT | Nguyễn Minh Sơn | 19 | HTTT | 05-11-2025 | 4 | 3 | B1.20 | 40 | CTTT | 1 | 1 | 1 | 2025
149 | CS4323 | Hệ điều hành | CS4323.Q12.CTTT | Nguyễn Minh Sơn | 19 | HTTT | 05-11-2025 | 4 | 3 | B1.22 | 37 | CTTT | 1 | 1 | 1 | 2025
150 | IT010 | Tổ chức và cấu trúc máy tính | IT010.Q11 | Hồ Ngọc Diễm | 20 | KTMT | 05-11-2025 | 4 | 1 | B1.20 | 45 | CQUI | 1 | 1 | 1 | 2025
151 | IT010 | Tổ chức và cấu trúc máy tính | IT010.Q11 | Hồ Ngọc Diễm | 20 | KTMT | 05-11-2025 | 4 | 1 | B1.22 | 45 | CQUI | 1 | 1 | 1 | 2025
152 | IT010 | Tổ chức và cấu trúc máy tính | IT010.Q12 | Trương Văn Cương | 20 | KTMT | 05-11-2025 | 4 | 1 | B3.20 | 45 | CQUI | 1 | 1 | 1 | 2025
153 | IT010 | Tổ chức và cấu trúc máy tính | IT010.Q12 | Trương Văn Cương | 20 | KTMT | 05-11-2025 | 4 | 1 | B3.22 | 45 | CQUI | 1 | 1 | 1 | 2025
154 | IT010 | Tổ chức và cấu trúc máy tính | IT010.Q13 | Trương Văn Cương | 20 | KTMT | 05-11-2025 | 4 | 1 | B1.16 | 43 | CQUI | 1 | 1 | 1 | 2025
155 | IT010 | Tổ chức và cấu trúc máy tính | IT010.Q13 | Trương Văn Cương | 20 | KTMT | 05-11-2025 | 4 | 1 | B1.18 | 42 | CQUI | 1 | 1 | 1 | 2025
156 | SS006 | Pháp luật đại cương | SS006.Q11 | Nguyễn Lê Mỹ Kim | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B1.20 | 47 | CQUI | 1 | 1 | 1 | 2025
157 | SS006 | Pháp luật đại cương | SS006.Q11 | Nguyễn Lê Mỹ Kim | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B1.14 | 75 | CQUI | 1 | 1 | 1 | 2025
158 | SS006 | Pháp luật đại cương | SS006.Q110 | Nguyễn Viết Sơn | 0 | P.DTDH | 05-11-2025 | 4 | 2 | B1.16 | 40 | CQUI | 1 | 1 | 1 | 2025
159 | SS006 | Pháp luật đại cương | SS006.Q110 | Nguyễn Viết Sơn | 0 | P.DTDH | 05-11-2025 | 4 | 2 | B3.14 | 59 | CQUI | 1 | 1 | 1 | 2025
160 | SS006 | Pháp luật đại cương | SS006.Q111 | Nguyễn Thị Vy Quý | 0 | P.DTDH | 05-11-2025 | 4 | 2 | B4.14 | 68 | CQUI | 1 | 1 | 1 | 2025
161 | SS006 | Pháp luật đại cương | SS006.Q12 | Nguyễn Viết Sơn | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B3.10 | 36 | CQUI | 1 | 1 | 1 | 2025
162 | SS006 | Pháp luật đại cương | SS006.Q12 | Nguyễn Viết Sơn | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B3.12 | 36 | CQUI | 1 | 1 | 1 | 2025
163 | SS006 | Pháp luật đại cương | SS006.Q12 | Nguyễn Viết Sơn | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B5.14 | 75 | CQUI | 1 | 1 | 1 | 2025
164 | SS006 | Pháp luật đại cương | SS006.Q13 | Nguyễn Lê Mỹ Kim | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B6.02 | 35 | CQUI | 1 | 1 | 1 | 2025
165 | SS006 | Pháp luật đại cương | SS006.Q13 | Nguyễn Lê Mỹ Kim | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B6.12 | 72 | CQUI | 1 | 1 | 1 | 2025
166 | SS006 | Pháp luật đại cương | SS006.Q14 | Phạm Thị Thảo Xuyên | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B3.16 | 45 | CQUI | 1 | 1 | 1 | 2025
167 | SS006 | Pháp luật đại cương | SS006.Q14 | Phạm Thị Thảo Xuyên | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B3.18 | 45 | CQUI | 1 | 1 | 1 | 2025
168 | SS006 | Pháp luật đại cương | SS006.Q14 | Phạm Thị Thảo Xuyên | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B6.04 | 38 | CQUI | 1 | 1 | 1 | 2025
169 | SS006 | Pháp luật đại cương | SS006.Q15 | Phạm Thị Thảo Xuyên | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B1.22 | 50 | CQUI | 1 | 1 | 1 | 2025
170 | SS006 | Pháp luật đại cương | SS006.Q15 | Phạm Thị Thảo Xuyên | 20 | P.DTDH | 05-11-2025 | 4 | 2 | B6.06 | 73 | CQUI | 1 | 1 | 1 | 2025
171 | SS006 | Pháp luật đại cương | SS006.Q16 | Lê Hoài Nam | 0 | P.DTDH | 05-11-2025 | 4 | 2 | B3.20 | 47 | CQUI | 1 | 1 | 1 | 2025
172 | SS006 | Pháp luật đại cương | SS006.Q16 | Lê Hoài Nam | 0 | P.DTDH | 05-11-2025 | 4 | 2 | B3.22 | 47 | CQUI | 1 | 1 | 1 | 2025
173 | SS006 | Pháp luật đại cương | SS006.Q17 | Lê Hoài Nam | 0 | P.DTDH | 05-11-2025 | 4 | 2 | B4.20 | 49 | CQUI | 1 | 1 | 1 | 2025
174 | SS006 | Pháp luật đại cương | SS006.Q17 | Lê Hoài Nam | 0 | P.DTDH | 05-11-2025 | 4 | 2 | B4.22 | 50 | CQUI | 1 | 1 | 1 | 2025
175 | SS006 | Pháp luật đại cương | SS006.Q18 | Huỳnh Thị Nam Hải | 0 | P.DTDH | 05-11-2025 | 4 | 2 | B4.16 | 40 | CQUI | 1 | 1 | 1 | 2025
176 | SS006 | Pháp luật đại cương | SS006.Q18 | Huỳnh Thị Nam Hải | 0 | P.DTDH | 05-11-2025 | 4 | 2 | B9.02 | 53 | CQUI | 1 | 1 | 1 | 2025
177 | SS006 | Pháp luật đại cương | SS006.Q19 | Huỳnh Thị Nam Hải | 0 | P.DTDH | 05-11-2025 | 4 | 2 | B4.18 | 40 | CQUI | 1 | 1 | 1 | 2025
178 | SS006 | Pháp luật đại cương | SS006.Q19 | Huỳnh Thị Nam Hải | 0 | P.DTDH | 05-11-2025 | 4 | 2 | B7.02 | 58 | CQUI | 1 | 1 | 1 | 2025
179 | PH001 | Nhập môn điện tử | PH001.Q11 | Phan Hoàng Chương | 0 | BMTL | 06-11-2025 | 5 | 1 | B1.02 | 5 | CQUI | 1 | 1 | 1 | 2025
180 | MA003 | Đại số tuyến tính | MA003.Q11 | Nguyễn Chiến Thắng | 20 | BMTL | 06-11-2025 | 5 | 2 | B1.10 | 31 | CQUI | 1 | 1 | 1 | 2025
181 | MA003 | Đại số tuyến tính | MA003.Q11 | Nguyễn Chiến Thắng | 20 | BMTL | 06-11-2025 | 5 | 2 | B1.12 | 32 | CQUI | 1 | 1 | 1 | 2025
182 | MA003 | Đại số tuyến tính | MA003.Q11.CTTN | Dương Ngọc Hảo | 20 | BMTL | 06-11-2025 | 5 | 2 | C213 | 60 | CNTN | 1 | 1 | 1 | 2025
183 | MA003 | Đại số tuyến tính | MA003.Q11.VMTN | Phùng Minh Đức | 20 | BMTL | 06-11-2025 | 5 | 2 | E41 | 30 | CNTN | 1 | 1 | 1 | 2025
184 | MA003 | Đại số tuyến tính | MA003.Q110 | Nguyễn Văn Hợi | 20 | BMTL | 06-11-2025 | 5 | 2 | B3.10 | 30 | CQUI | 1 | 1 | 1 | 2025
185 | MA003 | Đại số tuyến tính | MA003.Q110 | Nguyễn Văn Hợi | 20 | BMTL | 06-11-2025 | 5 | 2 | B3.12 | 31 | CQUI | 1 | 1 | 1 | 2025
186 | MA003 | Đại số tuyến tính | MA003.Q111 | Lê Văn Sáng | 20 | BMTL | 06-11-2025 | 5 | 2 | B1.14 | 61 | CQUI | 1 | 1 | 1 | 2025
187 | MA003 | Đại số tuyến tính | MA003.Q112 | Nguyễn Chiến Thắng | 20 | BMTL | 06-11-2025 | 5 | 2 | B6.02 | 30 | CQUI | 1 | 1 | 1 | 2025
188 | MA003 | Đại số tuyến tính | MA003.Q112 | Nguyễn Chiến Thắng | 20 | BMTL | 06-11-2025 | 5 | 2 | B6.04 | 31 | CQUI | 1 | 1 | 1 | 2025
189 | MA003 | Đại số tuyến tính | MA003.Q113 | Lê Văn Sáng | 20 | BMTL | 06-11-2025 | 5 | 2 | B3.18 | 37 | CQUI | 1 | 1 | 1 | 2025
190 | MA003 | Đại số tuyến tính | MA003.Q113 | Lê Văn Sáng | 20 | BMTL | 06-11-2025 | 5 | 2 | B3.22 | 38 | CQUI | 1 | 1 | 1 | 2025
191 | MA003 | Đại số tuyến tính | MA003.Q114 | Phan Hoàng Chương | 20 | BMTL | 06-11-2025 | 5 | 2 | B4.20 | 37 | CQUI | 1 | 1 | 1 | 2025
192 | MA003 | Đại số tuyến tính | MA003.Q114 | Phan Hoàng Chương | 20 | BMTL | 06-11-2025 | 5 | 2 | B4.22 | 38 | CQUI | 1 | 1 | 1 | 2025
193 | MA003 | Đại số tuyến tính | MA003.Q115 | Nguyễn Chiến Thắng | 20 | BMTL | 06-11-2025 | 5 | 2 | B1.02 | 30 | CQUI | 1 | 1 | 1 | 2025
194 | MA003 | Đại số tuyến tính | MA003.Q115 | Nguyễn Chiến Thắng | 20 | BMTL | 06-11-2025 | 5 | 2 | B1.22 | 44 | CQUI | 1 | 1 | 1 | 2025
195 | MA003 | Đại số tuyến tính | MA003.Q116 | Nguyễn Ngọc Ái Vân | 20 | BMTL | 06-11-2025 | 5 | 2 | B1.08 | 30 | CQUI | 1 | 1 | 1 | 2025
196 | MA003 | Đại số tuyến tính | MA003.Q116 | Nguyễn Ngọc Ái Vân | 20 | BMTL | 06-11-2025 | 5 | 2 | B3.16 | 40 | CQUI | 1 | 1 | 1 | 2025
197 | MA003 | Đại số tuyến tính | MA003.Q117 | Mai Thành Long | 20 | BMTL | 06-11-2025 | 5 | 2 | B4.16 | 35 | CQUI | 1 | 1 | 1 | 2025
198 | MA003 | Đại số tuyến tính | MA003.Q117 | Mai Thành Long | 20 | BMTL | 06-11-2025 | 5 | 2 | B4.18 | 35 | CQUI | 1 | 1 | 1 | 2025
199 | MA003 | Đại số tuyến tính | MA003.Q118 | Nguyễn Ngọc Ái Vân | 20 | BMTL | 06-11-2025 | 5 | 2 | B4.10 | 34 | CQUI | 1 | 1 | 1 | 2025
200 | MA003 | Đại số tuyến tính | MA003.Q118 | Nguyễn Ngọc Ái Vân | 20 | BMTL | 06-11-2025 | 5 | 2 | B4.12 | 34 | CQUI | 1 | 1 | 1 | 2025
201 | MA003 | Đại số tuyến tính | MA003.Q119 | Nguyễn Minh Trí | 20 | BMTL | 06-11-2025 | 5 | 2 | B5.10 | 35 | CQUI | 1 | 1 | 1 | 2025
202 | MA003 | Đại số tuyến tính | MA003.Q119 | Nguyễn Minh Trí | 20 | BMTL | 06-11-2025 | 5 | 2 | B5.12 | 35 | CQUI | 1 | 1 | 1 | 2025
203 | MA003 | Đại số tuyến tính | MA003.Q12 | Nguyễn Thành Nghĩa | 20 | BMTL | 06-11-2025 | 5 | 2 | B5.14 | 63 | CQUI | 1 | 1 | 1 | 2025
204 | MA003 | Đại số tuyến tính | MA003.Q12.CNVN | Phùng Minh Đức | 20 | BMTL | 06-11-2025 | 5 | 2 | E10.1 | 35 | CQ-VN | 1 | 1 | 1 | 2025
205 | MA003 | Đại số tuyến tính | MA003.Q12.CNVN | Phùng Minh Đức | 20 | BMTL | 06-11-2025 | 5 | 2 | C302 | 35 | CQ-VN | 1 | 1 | 1 | 2025
206 | MA003 | Đại số tuyến tính | MA003.Q120 | Mai Thành Long | 20 | BMTL | 06-11-2025 | 5 | 2 | B7.04 | 34 | CQUI | 1 | 1 | 1 | 2025
207 | MA003 | Đại số tuyến tính | MA003.Q120 | Mai Thành Long | 20 | BMTL | 06-11-2025 | 5 | 2 | B7.06 | 34 | CQUI | 1 | 1 | 1 | 2025
208 | MA003 | Đại số tuyến tính | MA003.Q121 | Phan Hoàng Chương | 20 | BMTL | 06-11-2025 | 5 | 2 | B4.14 | 63 | CQUI | 1 | 1 | 1 | 2025
209 | MA003 | Đại số tuyến tính | MA003.Q122 | Lê Văn Sáng | 20 | BMTL | 06-11-2025 | 5 | 2 | B9.02 | 55 | CQUI | 1 | 1 | 1 | 2025
210 | MA003 | Đại số tuyến tính | MA003.Q123 | Nguyễn Ngọc Ái Vân | 20 | BMTL | 06-11-2025 | 5 | 2 | B6.06 | 62 | CQUI | 1 | 1 | 1 | 2025
211 | MA003 | Đại số tuyến tính | MA003.Q124 | Lê Văn Sáng | 20 | BMTL | 06-11-2025 | 5 | 2 | C202 | 30 | CQUI | 1 | 1 | 1 | 2025
212 | MA003 | Đại số tuyến tính | MA003.Q124 | Lê Văn Sáng | 20 | BMTL | 06-11-2025 | 5 | 2 | C102 | 36 | CQUI | 1 | 1 | 1 | 2025
213 | MA003 | Đại số tuyến tính | MA003.Q125 | Nguyễn Văn Hợi | 20 | BMTL | 06-11-2025 | 5 | 2 | B7.02 | 61 | CQUI | 1 | 1 | 1 | 2025
214 | MA003 | Đại số tuyến tính | MA003.Q126 | Phùng Minh Đức | 20 | BMTL | 06-11-2025 | 5 | 2 | B6.12 | 67 | CQUI | 1 | 1 | 1 | 2025
215 | MA003 | Đại số tuyến tính | MA003.Q13 | Trần Đức Thành | 20 | BMTL | 06-11-2025 | 5 | 2 | C307 | 25 | CQUI | 1 | 1 | 1 | 2025
216 | MA003 | Đại số tuyến tính | MA003.Q13 | Trần Đức Thành | 20 | BMTL | 06-11-2025 | 5 | 2 | C309 | 41 | CQUI | 1 | 1 | 1 | 2025
217 | MA003 | Đại số tuyến tính | MA003.Q13.CNVN | Lê Huỳnh Mỹ Vân | 20 | BMTL | 06-11-2025 | 5 | 2 | C214 | 40 | CQ-VN | 1 | 1 | 1 | 2025
218 | MA003 | Đại số tuyến tính | MA003.Q13.CNVN | Lê Huỳnh Mỹ Vân | 20 | BMTL | 06-11-2025 | 5 | 2 | C212 | 21 | CQ-VN | 1 | 1 | 1 | 2025
219 | MA003 | Đại số tuyến tính | MA003.Q14 | Nguyễn Chiến Thắng | 20 | BMTL | 06-11-2025 | 5 | 2 | B3.14 | 60 | CQUI | 1 | 1 | 1 | 2025
220 | MA003 | Đại số tuyến tính | MA003.Q15 | Lê Văn Sáng | 20 | BMTL | 06-11-2025 | 5 | 2 | B6.08 | 35 | CQUI | 1 | 1 | 1 | 2025
221 | MA003 | Đại số tuyến tính | MA003.Q15 | Lê Văn Sáng | 20 | BMTL | 06-11-2025 | 5 | 2 | B6.10 | 35 | CQUI | 1 | 1 | 1 | 2025
222 | MA003 | Đại số tuyến tính | MA003.Q16 | Nguyễn Ngọc Ái Vân | 20 | BMTL | 06-11-2025 | 5 | 2 | B1.04 | 30 | CQUI | 1 | 1 | 1 | 2025
223 | MA003 | Đại số tuyến tính | MA003.Q16 | Nguyễn Ngọc Ái Vân | 20 | BMTL | 06-11-2025 | 5 | 2 | B3.20 | 44 | CQUI | 1 | 1 | 1 | 2025
224 | MA003 | Đại số tuyến tính | MA003.Q17 | Lê Văn Sáng | 20 | BMTL | 06-11-2025 | 5 | 2 | C311 | 39 | CQUI | 1 | 1 | 1 | 2025
225 | MA003 | Đại số tuyến tính | MA003.Q17 | Lê Văn Sáng | 20 | BMTL | 06-11-2025 | 5 | 2 | C314 | 40 | CQUI | 1 | 1 | 1 | 2025
226 | MA003 | Đại số tuyến tính | MA003.Q18 | Phan Hoàng Chương | 20 | BMTL | 06-11-2025 | 5 | 2 | B1.16 | 40 | CQUI | 1 | 1 | 1 | 2025
227 | MA003 | Đại số tuyến tính | MA003.Q18 | Phan Hoàng Chương | 20 | BMTL | 06-11-2025 | 5 | 2 | B1.18 | 41 | CQUI | 1 | 1 | 1 | 2025
228 | MA003 | Đại số tuyến tính | MA003.Q19 | Nguyễn Văn Hợi | 20 | BMTL | 06-11-2025 | 5 | 2 | B1.06 | 30 | CQUI | 1 | 1 | 1 | 2025
229 | MA003 | Đại số tuyến tính | MA003.Q19 | Nguyễn Văn Hợi | 20 | BMTL | 06-11-2025 | 5 | 2 | B1.20 | 48 | CQUI | 1 | 1 | 1 | 2025
230 | MATH2154 | Giải tích | MATH2154.Q11.CTTT | Nguyễn Văn Hợi | 20 | HTTT | 06-11-2025 | 5 | 1 | B1.10 | 30 | CTTT | 1 | 1 | 1 | 2025
231 | MATH2154 | Giải tích | MATH2154.Q11.CTTT | Nguyễn Văn Hợi | 20 | HTTT | 06-11-2025 | 5 | 1 | B1.12 | 31 | CTTT | 1 | 1 | 1 | 2025
232 | CS4343 | Cấu trúc dữ liệu và giải thuật | CS4343.Q11.CTTT | Hồ Long Vân | 19 | HTTT | 06-11-2025 | 5 | 3 | B1.14 | 53 | CTTT | 1 | 1 | 1 | 2025
233 | IT006 | Kiến trúc máy tính | IT006.Q11 | Phan Đình Duy | 0 | KTMT | 06-11-2025 | 5 | 3 | B5.14 | 76 | CQUI | 1 | 1 | 1 | 2025
234 | IT006 | Kiến trúc máy tính | IT006.Q11.VMTN | Vũ Đức Lung | 19 | KTMT | 06-11-2025 | 5 | 3 | E41 | 26 | CNTN | 1 | 1 | 1 | 2025
235 | IT006 | Kiến trúc máy tính | IT006.Q12 | Phan Đình Duy | 0 | KTMT | 06-11-2025 | 5 | 3 | B4.14 | 61 | CQUI | 1 | 1 | 1 | 2025
236 | IT006 | Kiến trúc máy tính | IT006.Q13 | Phan Đình Duy | 0 | KTMT | 06-11-2025 | 5 | 3 | B6.06 | 69 | CQUI | 1 | 1 | 1 | 2025
237 | IT006 | Kiến trúc máy tính | IT006.Q14 | Nguyễn Hoài Nhân | 0 | KTMT | 06-11-2025 | 5 | 3 | B7.02 | 73 | CQUI | 1 | 1 | 1 | 2025
238 | IT006 | Kiến trúc máy tính | IT006.Q15 | Ngô Hiếu Trường | 0 | KTMT | 06-11-2025 | 5 | 3 | B3.14 | 59 | CQUI | 1 | 1 | 1 | 2025
239 | CS3653 | Toán rời rạc cho máy tính | CS3653.Q11.CTTT | Nguyễn Ngọc Ái Vân | 19 | HTTT | 07-11-2025 | 6 | 3 | B1.20 | 39 | CTTT | 1 | 1 | 1 | 2025
240 | IT007 | Hệ điều hành | IT007.Q11 | Trần Hoàng Lộc | 0 | KTMT | 07-11-2025 | 6 | 2 | B4.12 | 30 | CQUI | 1 | 1 | 1 | 2025
241 | IT007 | Hệ điều hành | IT007.Q11 | Trần Hoàng Lộc | 0 | KTMT | 07-11-2025 | 6 | 2 | B4.16 | 40 | CQUI | 1 | 1 | 1 | 2025
242 | IT007 | Hệ điều hành | IT007.Q11.CTTN | Nguyễn Hữu Lượng | 19 | KTMT | 07-11-2025 | 6 | 2 | B3.14 | 65 | CNTN | 1 | 1 | 1 | 2025
243 | IT007 | Hệ điều hành | IT007.Q110 | Đỗ Trí Nhựt | 0 | KTMT | 07-11-2025 | 6 | 2 | B1.14 | 67 | CQUI | 1 | 1 | 1 | 2025
244 | IT007 | Hệ điều hành | IT007.Q111 | Lê Hoài Nghĩa | 0 | KTMT | 07-11-2025 | 6 | 2 | B4.10 | 30 | CQUI | 1 | 1 | 1 | 2025
245 | IT007 | Hệ điều hành | IT007.Q111 | Lê Hoài Nghĩa | 0 | KTMT | 07-11-2025 | 6 | 2 | B4.18 | 40 | CQUI | 1 | 1 | 1 | 2025
246 | IT007 | Hệ điều hành | IT007.Q112 | Phạm Quốc Hùng | 0 | KTMT | 07-11-2025 | 6 | 2 | B1.12 | 30 | CQUI | 1 | 1 | 1 | 2025
247 | IT007 | Hệ điều hành | IT007.Q112 | Phạm Quốc Hùng | 0 | KTMT | 07-11-2025 | 6 | 2 | B1.16 | 40 | CQUI | 1 | 1 | 1 | 2025
248 | IT007 | Hệ điều hành | IT007.Q113 | Đỗ Trí Nhựt | 0 | KTMT | 07-11-2025 | 6 | 2 | B6.06 | 69 | CQUI | 1 | 1 | 1 | 2025
249 | IT007 | Hệ điều hành | IT007.Q114 | Phạm Quốc Hùng | 0 | KTMT | 07-11-2025 | 6 | 2 | B7.02 | 69 | CQUI | 1 | 1 | 1 | 2025
250 | IT007 | Hệ điều hành | IT007.Q12 | Nguyễn Hữu Lượng | 0 | KTMT | 07-11-2025 | 6 | 2 | B1.10 | 30 | CQUI | 1 | 1 | 1 | 2025
251 | IT007 | Hệ điều hành | IT007.Q12 | Nguyễn Hữu Lượng | 0 | KTMT | 07-11-2025 | 6 | 2 | B1.18 | 40 | CQUI | 1 | 1 | 1 | 2025
252 | IT007 | Hệ điều hành | IT007.Q13 | Lê Hoài Nghĩa | 0 | KTMT | 07-11-2025 | 6 | 2 | B4.14 | 60 | CQUI | 1 | 1 | 1 | 2025
253 | IT007 | Hệ điều hành | IT007.Q14 | Phạm Minh Quân | 0 | KTMT | 07-11-2025 | 6 | 2 | B3.10 | 35 | CQUI | 1 | 1 | 1 | 2025
254 | IT007 | Hệ điều hành | IT007.Q14 | Phạm Minh Quân | 0 | KTMT | 07-11-2025 | 6 | 2 | B3.12 | 36 | CQUI | 1 | 1 | 1 | 2025
255 | IT007 | Hệ điều hành | IT007.Q15 | Phan Đình Duy | 0 | KTMT | 07-11-2025 | 6 | 2 | B4.20 | 39 | CQUI | 1 | 1 | 1 | 2025
256 | IT007 | Hệ điều hành | IT007.Q15 | Phan Đình Duy | 0 | KTMT | 07-11-2025 | 6 | 2 | B4.22 | 40 | CQUI | 1 | 1 | 1 | 2025
257 | IT007 | Hệ điều hành | IT007.Q16 | Trần Ngọc Đức | 0 | KTMT | 07-11-2025 | 6 | 2 | B5.10 | 36 | CQUI | 1 | 1 | 1 | 2025
258 | IT007 | Hệ điều hành | IT007.Q16 | Trần Ngọc Đức | 0 | KTMT | 07-11-2025 | 6 | 2 | B5.12 | 36 | CQUI | 1 | 1 | 1 | 2025
259 | IT007 | Hệ điều hành | IT007.Q17 | Trần Hoàng Lộc | 0 | KTMT | 07-11-2025 | 6 | 2 | B6.02 | 35 | CQUI | 1 | 1 | 1 | 2025
260 | IT007 | Hệ điều hành | IT007.Q17 | Trần Hoàng Lộc | 0 | KTMT | 07-11-2025 | 6 | 2 | B6.04 | 35 | CQUI | 1 | 1 | 1 | 2025
261 | IT007 | Hệ điều hành | IT007.Q18 | Lê Hoài Nghĩa | 0 | KTMT | 07-11-2025 | 6 | 2 | B6.12 | 70 | CQUI | 1 | 1 | 1 | 2025
262 | IT007 | Hệ điều hành | IT007.Q19 | Nguyễn Thanh Thiện | 0 | KTMT | 07-11-2025 | 6 | 2 | B5.14 | 70 | CQUI | 1 | 1 | 1 | 2025
263 | PH002 | Nhập môn mạch số | PH002.Q11 | Trần Thị Điểm | 20 | KTMT | 07-11-2025 | 6 | 3 | B1.14 | 62 | CQUI | 1 | 1 | 1 | 2025
264 | PH002 | Nhập môn mạch số | PH002.Q12 | Nguyễn Hoài Nhân | 20 | KTMT | 07-11-2025 | 6 | 3 | B4.14 | 65 | CQUI | 1 | 1 | 1 | 2025
265 | PH002 | Nhập môn mạch số | PH002.Q13 | Trần Văn Quang | 20 | KTMT | 07-11-2025 | 6 | 3 | B3.14 | 60 | CQUI | 1 | 1 | 1 | 2025
266 | PH002 | Nhập môn mạch số | PH002.Q14 | Trương Văn Cương | 20 | KTMT | 07-11-2025 | 6 | 3 | B1.16 | 42 | CQUI | 1 | 1 | 1 | 2025
267 | PH002 | Nhập môn mạch số | PH002.Q14 | Trương Văn Cương | 20 | KTMT | 07-11-2025 | 6 | 3 | B1.18 | 41 | CQUI | 1 | 1 | 1 | 2025
268 | PH002 | Nhập môn mạch số | PH002.Q15 | Trần Văn Quang | 20 | KTMT | 07-11-2025 | 6 | 3 | B5.14 | 78 | CQUI | 1 | 1 | 1 | 2025
269 | PH002 | Nhập môn mạch số | PH002.Q16 | Phạm Minh Quân | 20 | KTMT | 07-11-2025 | 6 | 3 | B6.12 | 77 | CQUI | 1 | 1 | 1 | 2025
270 | CS5423 | Nguyên lý các hệ cơ sở dữ liệu | CS5423.Q11.CTTT | Trần Hưng Nghiệp | 19 | HTTT | 08-11-2025 | 7 | 2 | B1.20 | 39 | CTTT | 1 | 1 | 1 | 2025
Ghi chú : Ca 1: bắt đầu 7h30; Ca 2: bắt đầu 9h30; Ca 3: bắt đầu 13h30; Ca 4: bắt đầu 15h30
Trưởng Phòng Đào Tạo Đại Học
Lâm Đức Khải
